root_uid	relationmention_id	child_uid	textoffset_startchar	textoffset_endchar	text_string	mediamention_signaltype	mediamention_starttime	mediamention_endtime	keyframe_id	mediamention_coordinates	description	type	subtype	subsubtype	attribute	start_date_type	start_date	end_date_type	end_date
IC001V76J	RMIC001V76J.000630	IC001V7D3	3303	3305	оба	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	There were  two drones	measurement	size	count	none	starton	2018-08-04	endon	2018-08-04
IC001V76J	RMIC001V76J.000831	IC001V7D3	3594	3611	президент Колумбии	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Juan Manuel Santos is a president of Colombia	organizationaffiliation	leadership	headofstate	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V76J	RMIC001V76J.000925	IC001V7D3	3681	3694	венесуэльскими	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Venezuelan far right groups are affiliated with Venezuela	generalaffiliation	organizationpoliticalreligiousaffiliation	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V76J	RMIC001V76J.000985	IC001V7D3	4187	4202	нашедшие убежище	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Venezuelan oppositionists live in USA	physical	resident	resident	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V76J	RMIC001V76J.001032	IC001V7D3	4357	4363	живут в	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro assassination attempt organizers live in USA	physical	resident	resident	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V76J	RMIC001V76J.001265	IC001V7D3	5719	5721	два	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	There were two drones	measurement	size	count	none	starton	2018-08-04	endon	2018-08-04
IC001V76J	RMIC001V76J.001440	IC001V7D3	5598	5612	ответственность	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	A group called Flannel Soldiers claimed responsibility for the attack	responsibilityblame	claimresponsibility	claimresponsibility	none	startafter	2018-08-04	endafter	2018-08-04
IC001V76J	RMIC001V76J.001602	IC001V7D3	4689	4696	обвиняет	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro blames opposition for the assassination attempt	responsibilityblame	assignblame	assignblame	none	startafter	2018-08-04	endafter	2018-08-04
IC001V76J	RMIC001V76J.001649	IC001V7D3	4579	4606	открестилась от причастности	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Venezuelan opposition denied responsibility for the attack on Maduro	responsibilityblame	claimresponsibility	claimresponsibility	not	startafter	2018-08-04	endafter	2018-08-04
IC001V76J	RMIC001V76J.001696	IC001V7D3	4148	4156	причастны	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro blames opposition for the assassination attempt 2	responsibilityblame	claimresponsibility	claimresponsibility	none	startafter	2018-08-04	endafter	2018-08-04
IC001V76J	RMIC001V76J.001743	IC001V7D3	3634	3652	стоит за нападением	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Colombian president Juan Manuel Santos  was behind the attack on Maduro	generalaffiliation	sponsorship	unspecified	none	startafter	2018-08-04	endafter	2018-08-04
IC001V76J	RMIC001V76J.001790	IC001V7D3	4579	4606	открестилась от причастности	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Colombia denied responsibility for the attack on Maduro	responsibilityblame	claimresponsibility	claimresponsibility	not	startafter	2018-08-04	endafter	2018-08-04
IC001V76J	RMIC001V76J.001837	IC001V7D3	3500	3511	причастности	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro blamed Colombian president for the assassination attempt	responsibilityblame	assignblame	assignblame	none	startafter	2018-08-04	endafter	2018-08-04
IC001V7VC	RMIC001V7VC.000037	IC001VBG7	28	36	признался	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Venezuelan oppositioner confirmed his connection to the assassination	responsibilityblame	claimresponsibility	claimresponsibility	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V7VC	RMIC001V7VC.000144	IC001VBG7	106	112	помогал	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Salvatore Lucchese helped anti-government group with organizing an attack	generalaffiliation	sponsorship	adviseplanorganize	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V7VC	RMIC001V7VC.000225	IC001VBG7	371	375	глава	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Salvatore Lucchese is the ex heard of municipal police in Venezuela	organizationaffiliation	leadership	militarypolice	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V7VC	RMIC001V7VC.000460	IC001VBG7	613	622	действовал	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Salvatore Lucchese collaborated with the anti-government movement	generalaffiliation	sponsorship	affiliated	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V7VC	RMIC001V7VC.000588	IC001VBG7	269	277	президент	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Nicolas Maduro is the President of Venezuela	organizationaffiliation	leadership	headofstate	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V7VC	RMIC001V7VC.000695	IC001VBG7	1751	1785	двух дронов, начиненных взрывчаткой	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Two drones laden with explosives	measurement	size	count	none	startunk	EMPTY_NA	endon	2018-08-04
IC001V7VC	RMIC001V7VC.000789	IC001VBG7	1788	1791	Один	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	One drones exploded	measurement	size	count	none	starton	2018-08-04	endon	2018-08-04
IC001V7VC	RMIC001V7VC.000836	IC001VBG7	1840	1844	Глава	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Néstor Reverol is Minister of the Interior Relations of Venezuela	organizationaffiliation	leadership	militarypolice	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V7VC	RMIC001V7VC.001084	IC001VBG7	2316	2320	стоял	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro assigned blame in the attack to opposition leader Julio Borges	responsibilityblame	assignblame	assignblame	none	starton	2018-08-08	endon	2018-08-08
IC001V7VC	RMIC001V7VC.001131	IC001VBG7	2322	2326	лидер	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Julio Borges is the leader of the opposition	organizationaffiliation	leadership	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V7VC	RMIC001V7VC.001306	IC001VBG7	2391	2396	фарсом	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Julio Borges called the assassination of Maduro a hoax	evaluate	status	hoaxfraud	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V7VC	RMIC001V7VC.001387	IC001VBG7	2193	2212	проходила подготовку	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	A group that carried out the attack was trained in Columbia	generalaffiliation	sponsorship	adviseplanorganize	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V7VC	RMIC001V7VC.001434	IC001VBG7	2253	2259	$50 млн	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	$50 million	measurement	size	count	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V7VC	RMIC001V7VC.001502	IC001V7VI	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Nicolas Maduro is the President of Venezuela	organizationaffiliation	leadership	headofstate	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8J7	RMIC001V8J7.000301	IC001VBH2	833	833	7	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	There were 7 soldiers	measurement	size	count	none	starton	2018-xx-xx	endon	2018-xx-xx
IC001V8J7	RMIC001V8J7.000395	IC001VBH2	869	872	двух	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	There were two drones	measurement	size	count	none	starton	2018-xx-xx	endon	2018-xx-xx
IC001V8J7	RMIC001V8J7.000489	IC001VBH2	892	901	килограмму	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Drones loaded with 1 kilogram of explosives each	measurement	size	weight	none	starton	2018-xx-xx	endon	2018-xx-xx
IC001V8J7	RMIC001V8J7.000732	IC001VBH2	1089	1100	указывает на	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Venezuelan far right party is blamed for the assassination attempt	responsibilityblame	assignblame	assignblame	none	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001V8J7	RMIC001V8J7.000860	IC001VBH2	1236	1244	причастен	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro blamed Colombian presedent for the attack	responsibilityblame	assignblame	assignblame	none	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001V8J7	RMIC001V8J7.000907	IC001VBH2	1246	1263	президент Колумбии	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Juan Manuel Santos is a president of Colombia	organizationaffiliation	leadership	headofstate	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8J7	RMIC001V8J7.000988	IC001VBH2	1455	1475	несёт ответственность	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Colombian president is responsible for the attack on Maduro	responsibilityblame	assignblame	assignblame	none	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001V8J7	RMIC001V8J7.001116	IC001VBH2	1838	1842	шесть	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	There were six terrorists	measurement	size	count	none	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001V8J7	RMIC001V8J7.001184	IC001VBH2	1935	1942	убеждены	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Venezuelan government holds that the assassination attempt was planned	evaluate	deliberateness	deliberate	none	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001V8J7	RMIC001V8J7.001231	IC001VBH2	1998	2009	спланировано	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	An assassination attempt on Maduro was planned in Florida	generalaffiliation	sponsorship	adviseplanorganize	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8J7	RMIC001V8J7.001341	IC001VBH2	2081	2093	финансировать	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Opponents of the current Venezuelan government finance the assassination attempt	generalaffiliation	sponsorship	helpsupport	hedged	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8J7	RMIC001V8J7.001388	IC001VBH2	2066	2068	США	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	USA behind the attack on Maduro	generalaffiliation	sponsorship	affiliated	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8J7	RMIC001V8J7.001456	IC001VBH2	2328	2343	Никакого участия	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	USA had no involvement in the assassination attempt on Maduro	responsibilityblame	claimresponsibility	claimresponsibility	not	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001V8J7	RMIC001V8J7.001558	IC001VBH2	2461	2473	инсценировкой	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	An attack in Caracas is a hoax	evaluate	status	hoaxfraud	hedged	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001V8J7	RMIC001V8J7.001626	IC001VBH2	2574	2588	Ответственность	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	A group known as Flannel Soldiers claimed responsibility for the attack on Maduro	responsibilityblame	claimresponsibility	claimresponsibility	none	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001V8J7	RMIC001V8J7.001767	IC001VBH2	2742	2743	С4	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	C4 is a name for the explosive	information	make	make	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8J7	RMIC001V8J7.001908	IC001VBH2	2476	2485	устроенной	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro government staged the attack in Caracas	generalaffiliation	sponsorship	affiliated	none	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001ZTKF	RMIC001ZTKF.000097	IC002312Y	74	86	Венесуэльским	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Soldiers affiliated with Venezuela	generalaffiliation	memberoriginreligionethnicity	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001ZTKF	RMIC001ZTKF.000144	IC002312Y	188	204	президента страны	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro is a president of Venezuela	organizationaffiliation	leadership	headofstate	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001ZTKF	RMIC001ZTKF.000502	IC002312Y	833	833	7	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	There were 7 soldiers	measurement	size	count	none	starton	2018-xx-xx	endon	2018-xx-xx
IC001ZTKF	RMIC001ZTKF.000630	IC002312Y	889	901	по килограмму	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Each drone loaded with 1 kilogram of explosives	measurement	size	weight	none	starton	2018-xx-xx	endon	2018-xx-xx
IC001ZTKF	RMIC001ZTKF.000745	IC002312Y	869	872	двух	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	There were two drones	measurement	size	count	none	starton	2018-xx-xx	endon	2018-xx-xx
IC001ZTKF	RMIC001ZTKF.000920	IC002312Y	1089	1097	указывает	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro blaimed Venezuelan far right party for the assassination attempt	responsibilityblame	assignblame	assignblame	none	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001ZTKF	RMIC001ZTKF.001035	IC002312Y	1236	1244	причастен	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro blaimed Colombian president for the attack	responsibilityblame	assignblame	assignblame	none	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001ZTKF	RMIC001ZTKF.001082	IC002312Y	1246	1263	президент Колумбии	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Juan Manuel Santos is a president of Colombia	organizationaffiliation	leadership	headofstate	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001ZTKF	RMIC001ZTKF.001163	IC002312Y	1455	1475	несёт ответственность	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Colombian president is blamed for the attack on Maduro	responsibilityblame	assignblame	assignblame	none	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001ZTKF	RMIC001ZTKF.001257	IC002312Y	1607	1611	Сотни	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	There were hundreds of police officers	measurement	size	count	none	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001ZTKF	RMIC001ZTKF.001372	IC002312Y	1838	1842	шесть	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	There were six terrorists	measurement	size	count	none	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001ZTKF	RMIC001ZTKF.001482	IC002312Y	1935	1942	убеждены	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Venezuelan government holds that assassination attempt on Maduro was planned	evaluate	deliberateness	deliberate	none	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001ZTKF	RMIC001ZTKF.001529	IC002312Y	1993	2009	было спланировано	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	An assassination attempt on Maduro was planned in Florida	generalaffiliation	sponsorship	adviseplanorganize	none	startbefore	2018-xx-xx	endbefore	2018-xx-xx
IC001ZTKF	RMIC001ZTKF.001576	IC002312Y	2081	2093	финансировать	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Opponents of the Venezuelan government finance an assassination attempt	generalaffiliation	sponsorship	helpsupport	hedged	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001ZTKF	RMIC001ZTKF.001623	IC002312Y	1113	1125	венесуэльскую	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Far right party is affiliated with Venezuela	generalaffiliation	organizationpoliticalreligiousaffiliation	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001ZTKF	RMIC001ZTKF.001670	IC002312Y	1158	1169	колумбийской	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Social party of national unity is affiliated with Colombia	generalaffiliation	organizationpoliticalreligiousaffiliation	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001ZTKF	RMIC001ZTKF.001717	IC002312Y	2328	2343	Никакого участия	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	USA had no involment in the assassination attempt on Maduro	responsibilityblame	claimresponsibility	claimresponsibility	not	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001ZTKF	RMIC001ZTKF.001840	IC002312Y	2461	2473	инсценировкой	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	John Bolton holds that the attack in Caracas was a hoax	evaluate	status	hoaxfraud	hedged	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001ZTKF	RMIC001ZTKF.001887	IC002312Y	2476	2485	устроенной	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	An attack on Maduro was staged by Maduro government	generalaffiliation	sponsorship	adviseplanorganize	hedged	startbefore	2018-xx-xx	endbefore	2018-xx-xx
IC001ZTKF	RMIC001ZTKF.001955	IC002312Y	2574	2588	Ответственность	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	A group called Flannel soldiers claimed responsibility for the attack on Maduro	responsibilityblame	claimresponsibility	claimresponsibility	none	startafter	2018-xx-xx	endafter	2018-xx-xx
IC001ZTKF	RMIC001ZTKF.002109	IC002312Y	2742	2743	С4	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	A trade name of explosive is C4	information	make	make	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001ZTKF	RMIC001ZTKF.002297	IC002312Y	468	473	страны	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Government authorities are affiliated with Venezuela	generalaffiliation	memberoriginreligionethnicity	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.000084	IC001VBHL	429	440	expresidente	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Santos was president of Colombia	organizationaffiliation	leadership	headofstate	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.000131	IC001VBHL	420	424	acusa	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro regime blames US gov't for the attempted magnicide	responsibilityblame	assignblame	assignblame	none	startafter	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.000178	IC001VBHL	486	487	de	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	US gov't part of the US	partwhole	subsidiary	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.000225	IC001VBHL	420	424	acusa	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro regime blames Venezuelan opposition for the attempted magnicide	responsibilityblame	assignblame	assignblame	none	startafter	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.000272	IC001VBHL	547	552	detrás	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Santos behind the attempted magnicide	generalaffiliation	sponsorship	unspecified	none	startbefore	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.000319	IC001VBHL	547	552	detrás	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	US gov't behind the attempted magnicide	generalaffiliation	sponsorship	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.000366	IC001VBHL	547	552	detrás	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Venezuelan opposition behind the attempted magnicide	generalaffiliation	sponsorship	unspecified	none	startbefore	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.000515	IC001VBHL	941	954	vicepresidente	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Jorge Rodríguez is head of Ministry of Communication and Information	organizationaffiliation	leadership	government	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.000562	IC001VBHL	1030	1033	tres	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Number of drones three	measurement	size	count	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.000609	IC001VBHL	1161	1162	en	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The president's platform	physical	locatednear	unspecified	none	startbefore	2018-08-04	endafter	2018-08-04
IC001V8NY	RMIC001V8NY.000656	IC001VBHL	1333	1342	encontraba	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Maduro was on the platform	physical	locatednear	unspecified	none	starton	2018-08-04	endon	2018-08-04
IC001V8NY	RMIC001V8NY.000703	IC001VBHL	1333	1342	encontraba	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	General staff of the Armed Forces was on the president's platform	physical	locatednear	unspecified	none	starton	2018-08-04	endon	2018-08-04
IC001V8NY	RMIC001V8NY.000750	IC001VBHL	1368	1369	de	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The general staff of the Armed Forces leads the Armed Forces	organizationaffiliation	leadership	government	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.000857	IC001VBHL	1494	1495	de	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Avenida Este 12 is in Caracas	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.000904	IC001VBHL	1494	1495	de	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Avenida Sur is in Caracas	physical	locatednear	unspecified	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.000951	IC001VBHL	1782	1791	venezolano	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Venezuelan army is part of Venezuela	partwhole	subsidiary	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.000998	IC001VBHL	1805	1809	cerca	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Source who confirms Rodríguez' version was close to the president's platform	physical	locatednear	unspecified	none	starton	2018-08-04	endon	2018-08-04
IC001V8NY	RMIC001V8NY.001139	IC001VBHL	1947	1949	del	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Gov't snipers work for the gov't	organizationaffiliation	employmentmembership	employment	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.001233	IC001VBHL	2021	2025	siete	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Number of injured seven	measurement	size	count	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.001348	IC001VBHL	2242	2244	del	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Army shooters work for the army	organizationaffiliation	employmentmembership	employment	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.001395	IC001VBHL	2493	2499	titular	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Jorge Rodríguez is head of Ministry of Communication and Information	organizationaffiliation	leadership	government	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.001442	IC001VBHL	2590	2597	ministro	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Néstor Reverol is minister of Interior and Justice	organizationaffiliation	leadership	government	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.001489	IC001VBHL	2654	2656	dos	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Number of drones two	measurement	size	count	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.001928	IC001VBHL	3925	3934	instalados	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Jammer installed on Avenida Bolívar	physical	locatednear	unspecified	none	startbefore	2018-08-04	endafter	2018-08-04
IC001V8NY	RMIC001V8NY.001975	IC001VBHL	4023	4029	existen	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Jammers in airports	physical	locatednear	unspecified	none	startbefore	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.002022	IC001VBHL	4023	4029	existen	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Jammers in security areas	physical	locatednear	unspecified	none	startbefore	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.002069	IC001VBHL	4072	4073	en	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Jammers probably not on Avenida Bolívar	physical	locatednear	unspecified	not,hedged	startbefore	2018-08-04	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.002116	IC001VBHL	4124	4133	venezolano	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	René Ramos is Venezuelan	generalaffiliation	memberoriginreligionethnicity	nationalitycitizen	none	startunk	EMPTY_NA	endunk	EMPTY_NA
IC001V8NY	RMIC001V8NY.002163	IC001VBHL	4465	4469	cerca	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The drone pilots must have been close to the area	physical	locatednear	unspecified	hedged	starton	2018-08-04	endon	2018-08-04
